id,TA,Indication,Generic,Brand,Firm
761,Oncology,Acute Myelocytic Leukemia,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Bone Sarcoma,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Breast Cancer,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Gastric Cancer,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Hodgkin Lymphoma,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Lung Cancer,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Lymphoma,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Neuroblastoma,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Ovarian Cancer,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Soft Tissue Sarcoma,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Thyroid Cancer,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Transitional Cell Cancer,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
761,Oncology,Wilms' Tumor,doxorubicin,Doxorubicin Hydrochloride,Pfizer Inc
762,Oncology,Cutaneous T-Cell Lymphoma,methoxsalen,Uvadex,Mallinckrodt LLC
763,Oncology,Non-Small Cell Lung Cancer,ceritinib,Zykadia,Novartis
764,Oncology,Bile Duct Cancer,entrectinib,Rozlytrek,Genentech
764,Oncology,Metastatic Breast Cancer,entrectinib,Rozlytrek,Genentech
764,Oncology,Metastatic Colorectal Cancer,entrectinib,Rozlytrek,Genentech
764,Oncology,Metastatic Ovarian Cancer,entrectinib,Rozlytrek,Genentech
764,Oncology,Metastatic Pancreatic Cancer,entrectinib,Rozlytrek,Genentech
764,Oncology,Neuroendocrine Tumors,entrectinib,Rozlytrek,Genentech
764,Oncology,Non-Small Cell Lung Cancer,entrectinib,Rozlytrek,Genentech
764,Oncology,Salivary Gland Cancer,entrectinib,Rozlytrek,Genentech
764,Oncology,Sarcomas,entrectinib,Rozlytrek,Genentech
764,Oncology,Thyroid Cancer,entrectinib,Rozlytrek,Genentech
765,Metabolic Disorders,Type 2 Diabetes,empagliflozin + linagliptin,Glyxambi,Boehringer
766,Metabolic Disorders,Hypokalemia,potassium chloride,Klor-Con,Upsher-Smith Laboratories Inc
767,Oncology,Breast Cancer,epirubicin hydrochloride,Ellence,Pfizer Inc
768,Oncology,Anaplastic Thyroid Cancer,trametinib dimethyl sulfoxide,Mekinist,Novartis
768,Oncology,Melanoma,trametinib dimethyl sulfoxide,Mekinist,Novartis
768,Oncology,Metastatic Melanoma,trametinib dimethyl sulfoxide,Mekinist,Novartis
768,Oncology,Non-Small Cell Lung Cancer,trametinib dimethyl sulfoxide,Mekinist,Novartis
769,Oncology,Humoral Hypercalcemia of Malignancy,hydrocortisone acetate,Cortef,Pfizer Inc
769,Oncology,Leukemia,hydrocortisone acetate,Cortef,Pfizer Inc
769,Oncology,Lymphoma,hydrocortisone acetate,Cortef,Pfizer Inc
770,Oncology,Mycosis Fungoides,hydrocortisone acetate,Cortef,Pfizer Inc
771,Oncology,Humoral Hypercalcemia of Malignancy,Cortef,Solu Cortef,Pfizer Inc
771,Oncology,Leukemia,Cortef,Solu Cortef,Pfizer Inc
771,Oncology,Lymphoma,Cortef,Solu Cortef,Pfizer Inc
771,Oncology,Mycosis Fungoides,Cortef,Solu Cortef,Pfizer Inc
772,Oncology,Colorectal Cancer,irinotecan hydrochloride,Camptosar,Pfizer Inc
772,Oncology,Metastatic Colorectal Cancer,irinotecan hydrochloride,Camptosar,Pfizer Inc
772,Oncology,Rectal Cancer,irinotecan hydrochloride,Camptosar,Pfizer Inc
773,Oncology,Metastatic Breast Cancer,gemcitabine hydrochloride,Gemzar,Lilly USA LLC
773,Oncology,Metastatic Ovarian Cancer,gemcitabine hydrochloride,Gemzar,Lilly USA LLC
773,Oncology,Non-Small Cell Lung Cancer,gemcitabine hydrochloride,Gemzar,Lilly USA LLC
773,Oncology,Pancreatic Cancer,gemcitabine hydrochloride,Gemzar,Lilly USA LLC
774,Oncology,Endometrial Cancer,medroxyprogesterone acetate,Depo-Provera,Pfizer Inc
774,Oncology,Metastatic Renal Cell Carcinoma,medroxyprogesterone acetate,Depo-Provera,Pfizer Inc
775,Oncology,Hormone Refractory Prostate Cancer,apalutamide,Erleada,Janssen
775,Oncology,Hormone-Sensitive Prostate Cancer,apalutamide,Erleada,Janssen
776,Oncology,Metastatic Breast Cancer,alpelisib,Piqray,Novartis
777,Oncology,Non-Small Cell Lung Cancer,lorlatinib,Lorbrena,Pfizer Inc
778,Neurology,Dementia Associated With Alzheimer's Disease,LY-30410,NA,Luye Pharma Group Ltd
779,Gastroenterology,Ulcerative Colitis,mirikizumab,NA,Eli Lilly
780,Gastroenterology,Crohn's Disease,risankizumab,NA,AbbVie Inc
781,Oncology,Solid Tumor,surufatinib,NA,Hutchison MediPharma Ltd
782,Oncology,Solid Tumor,HLX-20,NA,Shanghai Henlius Biotech Inc
783,Respiratory,Allergic Rhinitis,CSPCHA-115,NA,CSPC
783,Respiratory,Asthma,CSPCHA-115,NA,CSPC
784,Oncology,Solid Tumor,HLX-06,NA,Shanghai Henlius Biotech Inc
785,Respiratory,Asthma,KBP-7026,NA,KBP BioSciences Co Ltd
785,Respiratory,Chronic Obstructive Pulmonary Disease,KBP-7026,NA,KBP BioSciences Co Ltd
786,Oncology,NA,Monoclonal Antibody to Antagonize OX40 for Oncology,NA,Livzon MabPharm Inc
787,Gastroenterology,Non Alcoholic Fatty Liver Disease,PB-718,NA,PegBio Co Ltd
787,Gastroenterology,Non-Alcoholic Steatohepatitis,PB-718,NA,PegBio Co Ltd
788,Metabolic Disorders,Obesity,PB-718,NA,PegBio Co Ltd
788,Metabolic Disorders,Type 2 Diabetes,PB-718,NA,PegBio Co Ltd
789,Immunology,Rheumatoid Arthritis,BH-1657,NA,Beijing
790,Cardiology,Post-Myocardial Infarction,HBI-3802,NA,HUYA Bioscience International LLC
791,Oncology,Prostate Cancer,HC-1102,NA,Hinova Pharmaceuticals Inc
791,Oncology,Triple-Negative Breast Cancer,HC-1102,NA,Hinova Pharmaceuticals Inc
792,Oncology,Solid Tumor,HCX-014,NA,Hinova Pharmaceuticals Inc
793,Oncology,Prostate Cancer,HCX-021,NA,Hinova Pharmaceuticals Inc
794,Oncology,Metastatic Hormone Refractory Prostate Cancer,HCX-025,NA,Hinova Pharmaceuticals Inc
795,Oncology,Metastatic Hormone Refractory Prostate Cancer,HCX-027,NA,Hinova Pharmaceuticals Inc
796,Oncology,NA,HCX-030,NA,Hinova Pharmaceuticals Inc
797,Oncology,Prostate Cancer,HCX-031,NA,Hinova Pharmaceuticals Inc
798,Oncology,Breast Cancer,HP-505,NA,Hinova Pharmaceuticals Inc
798,Oncology,Hormone Refractory Prostate Cancer,HP-505,NA,Hinova Pharmaceuticals Inc
799,Oncology,Acute Myelocytic Leukemia,HP-510,NA,Hinova Pharmaceuticals Inc
799,Oncology,Breast Cancer,HP-510,NA,Hinova Pharmaceuticals Inc
799,Oncology,Metastatic Hormone Refractory Prostate Cancer,HP-510,NA,Hinova Pharmaceuticals Inc
799,Oncology,Multiple Myeloma,HP-510,NA,Hinova Pharmaceuticals Inc
800,Gastroenterology,Non-Alcoholic Steatohepatitis,HP-515,NA,Hinova Pharmaceuticals Inc
801,Oncology,Acute Lymphocytic Leukemia,IMM-0306,NA,ImmuneOnco Biopharmaceuticals (Shanghai) Co Ltd
801,Oncology,Lymphoma,IMM-0306,NA,ImmuneOnco Biopharmaceuticals (Shanghai) Co Ltd
803,Infectious Disease,Gram-Negative Bacterial Infections,MRX-8,NA,MicuRx Pharmaceuticals Inc
804,Metabolic Disorders,Hyperinsulinemia,PB-722,NA,PegBio Co Ltd
804,Metabolic Disorders,Obesity,PB-722,NA,PegBio Co Ltd
805,Oncology,Metastatic Hormone Refractory Prostate Cancer,Small Molecules to Antagonize AR for Metastatic Castration Resistant Prostate Cancer,NA,Hinova Pharmaceuticals Inc
806,Oncology,Metastatic Breast Cancer,trastuzumab biosimilar,NA,Zhejiang
807,Oncology,NA,BJ-005,NA,BJ Bioscience Inc
808,Dermatology,Atopic Dermatitis,fluocinolone acetonide,Derma Smoothe FS,Hill Dermaceuticals Inc
809,Dermatology,Actinic Keratosis,ingenol mebutate,Picato,Leo Pharma
810,Dermatology,Dermatitis Herpetiformis,dapsone,Dapsone,Jacobus  Pharmaceutical Co Inc
811,Dermatology,Atopic Dermatitis,hydrocortisone acetate,Cortef,Pfizer Inc
811,Dermatology,Contact Dermatitis,hydrocortisone acetate,Cortef,Pfizer Inc
811,Dermatology,Erythema Multiforme,hydrocortisone acetate,Cortef,Pfizer Inc
812,Musculoskeletal Disorders,Ankylosing Spondylitis,adalimumab,Humira,AbbVie Inc
812,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,adalimumab,Humira,AbbVie Inc
812,Musculoskeletal Disorders,Psoriatic Arthritis,adalimumab,Humira,AbbVie Inc
813,Musculoskeletal Disorders,Ankylosing Spondylitis,etanercept,Enbrel,Amgen Inc
813,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,etanercept,Enbrel,Amgen Inc
813,Musculoskeletal Disorders,Psoriatic Arthritis,etanercept,Enbrel,Amgen Inc
814,Musculoskeletal Disorders,Ankylosing Spondylitis,infliximab,Remicade,Janssen
814,Musculoskeletal Disorders,Psoriatic Arthritis,infliximab,Remicade,Janssen
815,Musculoskeletal Disorders,Psoriatic Arthritis,ustekinumab,Stelara,Janssen
816,Musculoskeletal Disorders,Ankylosing Spondylitis,golimumab,Simponi,Janssen
816,Musculoskeletal Disorders,Psoriatic Arthritis,golimumab,Simponi,Janssen
817,Musculoskeletal Disorders,Ankylosing Spondylitis,secukinumab,Cosentyx,Novartis
817,Musculoskeletal Disorders,Psoriatic Arthritis,secukinumab,Cosentyx,Novartis
818,Musculoskeletal Disorders,Osteopetrosis,denosumab,Prolia,Amgen Inc
819,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,tocilizumab,Actemra,Genentech
819,Musculoskeletal Disorders,Systemic Idiopathic Juvenile Arthritis,tocilizumab,Actemra,Genentech
820,Musculoskeletal Disorders,Ankylosing Spondylitis,certolizumab pegol,Cimzia,UCB Inc
820,Musculoskeletal Disorders,Axial Spondyloarthritis,certolizumab pegol,Cimzia,UCB Inc
820,Musculoskeletal Disorders,Psoriatic Arthritis,certolizumab pegol,Cimzia,UCB Inc
821,Musculoskeletal Disorders,Psoriatic Arthritis,tofacitinib citrate,Xeljanz,Pfizer Inc
822,Musculoskeletal Disorders,Psoriatic Arthritis,apremilast,Otezla,Celgene Corp
823,Musculoskeletal Disorders,Osteoporosis,teriparatide,Forteo,Eli Lilly
824,Musculoskeletal Disorders,Ankylosing Spondylitis,celecoxib,Celebrex,G. D. Searle LLC
825,Musculoskeletal Disorders,Ankylosing Spondylitis,corticotropin,H.P. Acthar,Mallinckrodt LLC
825,Musculoskeletal Disorders,Dermatomyositis,corticotropin,H.P. Acthar,Mallinckrodt LLC
825,Musculoskeletal Disorders,Polymyositis,corticotropin,H.P. Acthar,Mallinckrodt LLC
825,Musculoskeletal Disorders,Psoriatic Arthritis,corticotropin,H.P. Acthar,Mallinckrodt LLC
826,Musculoskeletal Disorders,Axial Spondyloarthritis,ixekizumab,Taltz,Eli Lilly
826,Musculoskeletal Disorders,Psoriatic Arthritis,ixekizumab,Taltz,Eli Lilly
827,Musculoskeletal Disorders,Ankylosing Spondylitis,infliximab biosimilar,Inflectra,Pfizer Inc
827,Musculoskeletal Disorders,Psoriatic Arthritis,infliximab biosimilar,Inflectra,Pfizer Inc
828,Musculoskeletal Disorders,Systemic Idiopathic Juvenile Arthritis,canakinumab,Ilaris,Novartis
829,Musculoskeletal Disorders,Ankylosing Spondylitis,etanercept biosimilar,Eticovo,Samsung Bioepis Co Ltd
829,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,etanercept biosimilar,Eticovo,Samsung Bioepis Co Ltd
829,Musculoskeletal Disorders,Psoriatic Arthritis,etanercept biosimilar,Eticovo,Samsung Bioepis Co Ltd
830,Musculoskeletal Disorders,Ankylosing Spondylitis,Medrol,Solu-Medrol,Pfizer Inc
830,Musculoskeletal Disorders,Dermatomyositis,Medrol,Solu-Medrol,Pfizer Inc
830,Musculoskeletal Disorders,Gouty Arthritis,Medrol,Solu-Medrol,Pfizer Inc
830,Musculoskeletal Disorders,Polymyositis,Medrol,Solu-Medrol,Pfizer Inc
830,Musculoskeletal Disorders,Psoriatic Arthritis,Medrol,Solu-Medrol,Pfizer Inc
831,Musculoskeletal Disorders,Acute and Sub-Acute Bursitis,methylprednisolone,Medrol,Pfizer Inc
831,Musculoskeletal Disorders,Ankylosing Spondylitis,methylprednisolone,Medrol,Pfizer Inc
831,Musculoskeletal Disorders,Epicondylitis,methylprednisolone,Medrol,Pfizer Inc
831,Musculoskeletal Disorders,Gouty Arthritis,methylprednisolone,Medrol,Pfizer Inc
831,Musculoskeletal Disorders,Osteoarthritis,methylprednisolone,Medrol,Pfizer Inc
831,Musculoskeletal Disorders,Polymyositis,methylprednisolone,Medrol,Pfizer Inc
831,Musculoskeletal Disorders,Psoriatic Arthritis,methylprednisolone,Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Acute and Sub-Acute Bursitis,Medrol,Depo-Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Acute Nonspecific Tenosynovitis,Medrol,Depo-Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Ankylosing Spondylitis,Medrol,Depo-Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Dermatomyositis,Medrol,Depo-Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Epicondylitis,Medrol,Depo-Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Gouty Arthritis,Medrol,Depo-Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Polymyositis,Medrol,Depo-Medrol,Pfizer Inc
832,Musculoskeletal Disorders,Psoriatic Arthritis,Medrol,Depo-Medrol,Pfizer Inc
833,Musculoskeletal Disorders,Osteoporosis,alendronate sodium,Fosamax,Merck
833,Musculoskeletal Disorders,Paget Disease of Bone,alendronate sodium,Fosamax,Merck
834,Musculoskeletal Disorders,Gouty Arthritis,colchicine,Colchicine,Prasco LLC
835,Musculoskeletal Disorders,Gouty Arthritis,colchicine,Colchicine,Par Pharmaceutical Inc
836,Musculoskeletal Disorders,Gouty Arthritis,colchicine,Colcrys,Takeda Pharmaceutical Co Ltd
837,Musculoskeletal Disorders,Dupuytren Contracture,collagenase clostridium histolyticum,Xiaflex,Auxilium Pharmaceuticals LLC
838,Musculoskeletal Disorders,Septic Arthritis,cilastatin sodium + imipenem,Primaxin,Merck
839,Musculoskeletal Disorders,Gouty Arthritis,pegloticase,Krystexxa,Horizon Pharma
840,Musculoskeletal Disorders,Osteopetrosis,interferon gamma-1b,Actimmune,Horizon Pharma
842,Musculoskeletal Disorders,Articular Cartilage Defect,Maci,Maci,Vericel Corp
843,Musculoskeletal Disorders,Ankylosing Spondylitis,esomeprazole magnesium + naproxen DR,Vimovo,Horizon Pharma
844,Musculoskeletal Disorders,Ankylosing Spondylitis,prednisone DR,Rayos,Horizon Pharma
844,Musculoskeletal Disorders,Dermatomyositis,prednisone DR,Rayos,Horizon Pharma
844,Musculoskeletal Disorders,Gouty Arthritis,prednisone DR,Rayos,Horizon Pharma
844,Musculoskeletal Disorders,Polymyositis,prednisone DR,Rayos,Horizon Pharma
844,Musculoskeletal Disorders,Psoriatic Arthritis,prednisone DR,Rayos,Horizon Pharma
845,Musculoskeletal Disorders,Bone Fracture,ibandronate sodium,Boniva,Genentech
846,Musculoskeletal Disorders,Ankylosing Spondylitis,infliximab biosimilar,Renflexis,Merck
846,Musculoskeletal Disorders,Psoriatic Arthritis,infliximab biosimilar,Renflexis,Merck
847,Musculoskeletal Disorders,Septic Arthritis,ceftriaxone sodium,Ceftriaxone,Lupin Ltd
848,Musculoskeletal Disorders,Muscle Relaxation,neostigmine methylsulfate,Bloxiverz,Avadel
849,Musculoskeletal Disorders,Ankylosing Spondylitis,adalimumab biosimilar,Hadlima,Merck
849,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,adalimumab biosimilar,Hadlima,Merck
849,Musculoskeletal Disorders,Psoriatic Arthritis,adalimumab biosimilar,Hadlima,Merck
851,Musculoskeletal Disorders,Osteoporosis,zoledronic acid,Reclast,Novartis
851,Musculoskeletal Disorders,Paget Disease of Bone,zoledronic acid,Reclast,Novartis
853,Musculoskeletal Disorders,Osteolytic Lesion,pamidronate disodium,Pamidronate Disodium,Mylan Inc
853,Musculoskeletal Disorders,Paget Disease of Bone,pamidronate disodium,Pamidronate Disodium,Mylan Inc
854,Musculoskeletal Disorders,Ankylosing Spondylitis,infliximab biosimilar,Ixifi,Pfizer Inc
854,Musculoskeletal Disorders,Psoriatic Arthritis,infliximab biosimilar,Ixifi,Pfizer Inc
856,Musculoskeletal Disorders,Gouty Arthritis,colchicine,Mitigare,Hikma Pharmaceuticals
857,Musculoskeletal Disorders,Ankylosing Spondylitis,naproxen DR,EC-Naprosyn,Atnahs Pharma UK Ltd
857,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,naproxen DR,EC-Naprosyn,Atnahs Pharma UK Ltd
858,Musculoskeletal Disorders,Ankylosing Spondylitis,celecoxib,Celecoxib,Aurobindo
859,Musculoskeletal Disorders,Muscle Spasm,diazepam,Diazepam,Pfizer Inc
860,Musculoskeletal Disorders,Muscle Relaxation,metaxalone,Metaxalone,Dr. Reddy's Laboratories
861,Musculoskeletal Disorders,Ankylosing Spondylitis,diclofenac sodium DR,Diclofenac Sodium,CASI Pharmaceuticals Inc
862,Musculoskeletal Disorders,Polyarticular Juvenile Idiopathic Arthritis,methotrexate,Methotrexate Sodium,Amneal
863,Musculoskeletal Disorders,Arthralgia,ciprofloxacin hydrochloride,Ciprofloxacin Hydrochloride,Yiling Pharmaceutical Ltd
864,Musculoskeletal Disorders,Acute and Sub-Acute Bursitis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Acute Nonspecific Tenosynovitis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Ankylosing Spondylitis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Dermatomyositis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Epicondylitis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Gouty Arthritis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Osteoarthritis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Polymyositis/Idiopathic Inflammatory Myopathy,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
864,Musculoskeletal Disorders,Psoriatic Arthritis,triamcinolone acetonide,Triamcinolone Acetonide,Amneal
865,Musculoskeletal Disorders,Ankylosing Spondylitis,esomeprazole magnesium + naproxen,Naproxen + Esomeprazole Magnesium,Dr. Reddy's Laboratories
866,Musculoskeletal Disorders,Septic Arthritis,amikacin sulfate,Amikacin Sulfate,Fresenius Kabi USA LLC
867,Musculoskeletal Disorders,Ankylosing Spondylitis,celecoxib,Celecoxib,Apotex
868,Musculoskeletal Disorders,Muscle Relaxation,cisatracurium besylate,Cisatracurium Besylate,Jiangsu Hengrui Medicine Co Ltd
869,Musculoskeletal Disorders,Paget Disease of Bone,calcitonin,Miacalcin,Mylan Inc
870,Musculoskeletal Disorders,Fasciitis,minocycline hydrochloride,Minocin,Bausch
871,Musculoskeletal Disorders,Acute and Sub-Acute Bursitis,methylprednisolone,Methylprednisolone,Teva
871,Musculoskeletal Disorders,Acute Nonspecific Tenosynovitis,methylprednisolone,Methylprednisolone,Teva
871,Musculoskeletal Disorders,Ankylosing Spondylitis,methylprednisolone,Methylprednisolone,Teva
871,Musculoskeletal Disorders,Epicondylitis,methylprednisolone,Methylprednisolone,Teva
871,Musculoskeletal Disorders,Gouty Arthritis,methylprednisolone,Methylprednisolone,Teva
871,Musculoskeletal Disorders,Osteoarthritis,methylprednisolone,Methylprednisolone,Teva
871,Musculoskeletal Disorders,Polymyositis,methylprednisolone,Methylprednisolone,Teva
872,Musculoskeletal Disorders,Acute and Sub-Acute Bursitis,methylprednisolone,Methylprednisolone Sodium Succinate,SICOR Pharmaceuticals Inc
872,Musculoskeletal Disorders,Acute Nonspecific Tenosynovitis,methylprednisolone,Methylprednisolone Sodium Succinate,SICOR Pharmaceuticals Inc
872,Musculoskeletal Disorders,Ankylosing Spondylitis,methylprednisolone,Methylprednisolone Sodium Succinate,SICOR Pharmaceuticals Inc
872,Musculoskeletal Disorders,Epicondylitis,methylprednisolone,Methylprednisolone Sodium Succinate,SICOR Pharmaceuticals Inc
873,Musculoskeletal Disorders,Muscle Spasm,diazepam,Valium,Hoffmann-La Roche Inc
874,Musculoskeletal Disorders,Cachexia,megestrol acetate,Megestrol Acetate,Wockhardt
877,Musculoskeletal Disorders,Muscle Spasm,cyclobenzaprine hydrochloride,Cyclobenzaprine Hydrochloride,KVK-Tech Inc
878,Musculoskeletal Disorders,Acute and Sub-Acute Bursitis,indomethacin,Indomethacin,Sun Pharma
878,Musculoskeletal Disorders,Ankylosing Spondylitis,indomethacin,Indomethacin,Sun Pharma
878,Musculoskeletal Disorders,Gouty Arthritis,indomethacin,Indomethacin,Sun Pharma
879,Musculoskeletal Disorders,Muscle Relaxation,cisatracurium besylate,Cisatracurium Besylate,Sandoz
880,Musculoskeletal Disorders,Osteoporosis,alendronate sodium,Alendronate Sodium,Cipla USA Inc
880,Musculoskeletal Disorders,Paget Disease of Bone,alendronate sodium,Alendronate Sodium,Cipla USA Inc
881,Musculoskeletal Disorders,Septic Arthritis,metronidazole,Metronidazole,Heritage Pharmaceuticals Inc
882,Musculoskeletal Disorders,Ankylosing Spondylitis,celecoxib,Celecoxib,Micro Labs USA Inc
883,Musculoskeletal Disorders,Osteoporosis,risedronate sodium,Risedronate Sodium,Mylan Inc
883,Musculoskeletal Disorders,Paget Disease of Bone,risedronate sodium,Risedronate Sodium,Mylan Inc
884,Musculoskeletal Disorders,Gouty Arthritis,colchicine,Colchicine,Zydus Pharmaceuticals USA Inc
885,Musculoskeletal Disorders,Septic Arthritis,metronidazole,Metronidazole,Unichem Pharmaceuticals (USA) Inc
886,Musculoskeletal Disorders,Septic Arthritis,cefazolin sodium,Cefazolin Sodium,Pfizer Inc
887,Musculoskeletal Disorders,Acute and Sub-Acute Bursitis,indomethacin.,Indomethacin,Heritage Pharmaceuticals Inc
887,Musculoskeletal Disorders,Ankylosing Spondylitis,indomethacin.,Indomethacin,Heritage Pharmaceuticals Inc
