id,Abstract_Title,Session_Title,Date,Trial Readouts,Clinical Trial Details,FDA Review Outcomes,Endpoints,KOL,New Entries,Recruitment status,Educational and Research,Disease Statistic,Treatment Details,Drug Application,Preclinical,Late-Breaking Abstracts
2125,ADAPTcycle: Adjuvant dynamic marker-adjusted personalized therapy comparing endocrine therapy plus ribociclib versus chemotherapy in intermediate-risk HR+/HER2- early breast cancer.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,Evidence that neoadjuvant anthracycline based combination chemotherapy (NACT) in breast cancer (BC) induces phenotypical changes which guides the optimal adjuvant therapy.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,Adherence to adjuvant endocrine therapy after breast cancer in Sweden 2008-2010: A nationwide survey.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,"Open label, phase II trial of neoadjuvant TAK-228 plus tamoxifen in patients with estrogen receptor (ER)-positive, human epidermal growth factor receptor type 2 (HER2)-negative breast cancer-ANETT.",Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2129,Genomic-based predictive biomarkers to anti-HER2 therapies: A combined analysis of CALGB 40601 (Alliance) and PAMELA clinical trials.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,Adjuvant enzalutamide for the treatment of early-stage androgen receptor-positive (AR+) TNBC.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,Development and external validation of a deep learning model for predicting response to HER2-targeted neoadjuvant therapy from pretreatment breast MRI.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,Do all patients with HER2-positive breast cancer require one year of adjuvant trastuzumab?: A systematic review and meta-analysis.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,EPHA genetics for prediction of paclitaxel-induced peripheral neuropathy sensitivity.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,NRG Oncology/NSABP B-51/RTOG 1304: Phase III trial to determine if chest wall and regional nodal radiotherapy (CWRNRT) post mastectomy (Mx) or the addition of RNRT to whole breast RT post breast-conserving surgery (BCS) reduces invasive breast cancer recurrence-free interval (IBCR-FI) in patients (pts) with pathologically positive axillary (PPAx) nodes who are ypN0 after neoadjuvant chemotherapy (NC).,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2135,"KX-ORAX-001: An open label, randomized, multicenter, phase III registrational study to determine the safety, tolerability, and tumor response of oraxol (HM30181A + oral paclitaxel) and its comparability to IV paclitaxel in patients with metastatic breast cancer (MBC).",Breast Cancer—Metastatic,02-06-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
2136,"Alpelisib (ALP) + endocrine therapy (ET) in patients (pts) with <em>PIK3CA-</em>mutated hormone receptor-positive (HR+), human epidermal growth factor-2-negative (HER2-) advanced breast cancer (ABC): First interim BYLieve study results.",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,Risk stratification in earl- stage luminal breast cancer patients treated with and without RT.,Breast Cancer—Local/Regional/Adjuvant,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,Nimbus: A phase II study of nivolumab plus ipilimumab in metastatic hypermutated HER2-negative breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2139,A multicentered randomized phase II comparison of single-agent carboplatin versus the combination of carboplatin and everolimus for the treatment of advanced triple-negative breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2140,Dora: A randomized phase II multicenter maintenance study of olaparib alone or olaparib in combination with durvalumab in platinum responsive advanced triple-negative breast cancer (aTNBC).,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2141,Endocrine-based targeted combination versus endocrine therapy alone as first-line treatment in elderly patients with hormone receptor-positive advanced breast cancer: Meta-analysis of phase II and III randomized clinical trials.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2142,"CONTESSA: A multinational, multicenter, randomized, phase III registration study of tesetaxel plus a reduced dose of capecitabine in patients (pts) with HER2-, hormone receptor + (HR+) locally advanced or metastatic breast cancer (LA/MBC) who have previously received a taxane.",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,A multicenter analysis of abemaciclib after progression on palbociclib in patients (pts) with hormone receptor-positive (HR+)/HER2- metastatic breast cancer (MBC).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,"VIOLETTE: A randomized phase II study to assess the DNA damage response inhibitors AZD6738 or AZD1775 in combination with olaparib (Ola) versus Ola monotherapy in patients (pts) with metastatic, triple-negative breast cancer (TNBC).",Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2145,"Phase I dose escalation of H3B-6545, a first-in-class highly Selective ERa Covalent Antagonist (SERCA), in women with ER-positive, HER2-negative breast cancer (HR+ BC).",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,1,0,0,0,0,0,0,0
2146,Interim results from the full population of the phase 3b CompLEEment-1 study of ribociclib (RIBO) plus letrozole (LET) in the treatment of HR+/HER2– advanced breast cancer (ABC).,Breast Cancer—Metastatic,02-06-2019,1,1,0,0,0,0,0,0,0,0,0,0,0
2147,A phase II study of pembrolizumab in combination with palliative radiotherapy (RT) for hormone receptor-positive (HR+) metastatic breast cancer (MBC).,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2148,"Tucatinib, palbociclib, and letrozole in HR+/HER2+ metastatic breast cancer: Report of phase IB safety cohort.",Breast Cancer—Metastatic,02-06-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
2149,"TAKTIC: A prospective, multicenter, uncontrolled, phase IB/II study of LY2780301 (LY) in combination with weekly paclitaxel (wP) in HER2-negative locally advanced (LA) or metastatic breast cancer (MBC) patients.",Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2150,"High frequency of HER2-specific immunity observed in patients (pts) with HER2+ cancers treated with margetuximab (M), an Fc-enhanced anti-HER2 monoclonal antibody (mAb).",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,A phase Ib trial of the cyclin-dependent kinase inhibitor dinaciclib (dina) in combination with pembrolizumab (P) in patients with advanced triple-negative breast cancer (TNBC).,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2152,Efficacy and safety of anti-PD-1 antibody SHR-1210 combined with apatinib in patients with advanced triple-negative breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
2153,"Association of <em>HER2</em> alterations and <em>ESR1</em> mutations in cell-free DNA (cfDNA) with circulating tumor cells (CTCs), multiple metastasis, and prognosis in stage III/IV breast cancer (BCa).",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,Tumor subtype and other prognostic factors in breast cancer patients with brain metastases: The updated graded prognostic assessment (Breast-GPA).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,Efficacy and safety of talazoparib (TALA) or physician's choice of therapy (PCT) in United States patients (pts) with HER2- germline BRCA1/2-mutated (gBRCAm) locally advanced/metastatic breast cancer (LA/MBC) in the EMBRACA study.,Breast Cancer—Metastatic,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
2156,Disparities in treatment patterns and overall survival (OS) in hormone receptor-positive HER2+ metastatic breast cancer (MBC): A National Cancer Database Analysis.,Breast Cancer—Metastatic,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
2157,"Randomized phase II trial of venetoclax + fulvestrant versus fulvestrant in estrogen receptor+, HER2– locally advanced or metastatic breast cancer following recurrence or progression during or after a CDK4/6 inhibitor: VERONICA.",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,Real-world treatment patterns and outcomes in ER+/PR+/HER2+ metastatic breast cancer (MBC) patients: A National Cancer Database analysis.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,"RIBECCA: A phase IIIb, multicenter, open label study for women with estrogen receptor-positive locally advanced or metastatic breast cancer treated with ribociclib (LEE011) in combination with letrozole—Results of the second interim analysis.",Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2160,"Next-generation sequencing (NGS) results among hormone receptor-positive (HR+), human epidermal growth factor receptor 2-negative (HER2-) metastatic breast cancer (MBC) patients treated with a CDK4 & 6 inhibitor: A retrospective observational study based on real-world data.",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,"Alpelisib (ALP) with fulvestrant (FUL) in patients (pts) with <em>PIK3CA-</em>mutated hormone receptor-positive (HR+), human epidermal growth factor receptor-2-negative (HER2-) advanced breast cancer (ABC): Primary or secondary resistance to prior endocrine therapy (ET) in the SOLAR-1 trial.",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,"A phase II study of pembrolizumab and capecitabine for triple-negative (TN) and hormone receptor-positive, HER2-negative endocrine-refractory metastatic breast cancer (MBC).",Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2163,A phase II clinical trial of pembrolizumab and selective androgen receptor modulator GTx-024 in patients with advanced androgen receptor-positive triple-negative breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2164,Evaluation of pathologic and genomic characteristics in male breast cancer (MBC) patients.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,"IMpassion130: Expanded safety analysis from a P3 study of atezolizumab (A) + nab-paclitaxel (nP) in patients (pts) with treatment (tx)-naïve, locally advanced or metastatic triple-negative breast cancer (mTNBC).",Breast Cancer—Metastatic,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
2166,Lasofoxifene as a potential treatment for ER+ metastatic breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,A randomized phase II study of nab<em>-</em>paclitaxel + durvalumab + neoantigen vaccine versus nab-paclitaxel + durvalumab in metastatic triple-negative breast cancer (mTNBC).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,The clinical utility of strict laboratory monitoring of CDK 4/6 inhibitors in metastatic breast cancer patients.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,A phase II study of dual immune checkpoint blockade (ICB) plus androgen receptor (AR) blockade to enhance thymic T-cell production and immunotherapy response in metastatic breast cancer (MBC).,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2170,Everolimus and exemestane for the treatment of metastatic hormone receptor-positive breast cancer patients previously treated with CDK4/6 inhibitor based therapies.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,"EMERALD: A randomized, open label, phase III trial to evaluate the efficacy and safety of elacestrant (RAD1901) versus investigator’s choice (IC) of endocrine therapy (ET) for ER+/HER2- advanced breast cancer (BC) following CDK4/6 inhibitor (CDK4/6i) therapy.",Breast Cancer—Metastatic,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
2172,Measuring on-treatment genome-wide tumor copy number alterations in cell-free DNA (cfDNA) in plasma is highly prognostic in metastatic breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,Oral paclitaxel in the treatment of metastatic breast cancer (MBC) patients.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,"A phase III study comparing trastuzumab emtansine with trastuzumab, pertuzumab, and docetaxel in elderly patients with advanced stage HER2-positive breast cancer: (JCOG1607 HERB TEA study).",Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2175,"A phase III, multicenter, randomized, open label trial of [fam-] trastuzumab deruxtecan (DS-8201a) versus investigator’s choice in HER2-low breast cancer.",Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2176,Determinants of concordance in clinically relevant genes (CRG) from synchronously acquired tumor biopsies (tBx) and ctDNA in metastatic breast cancer (MBC).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,A GINECO randomized phase II assessing addition of an aromatase inhibitor to oral vinorelbine in pretreated metastatic breast cancer patients.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2178,"Patient-reported outcomes (PROs) in patients (pts) with <em>PIK3CA</em>-mutated hormone receptor-positive (HR+), human epidermal growth factor receptor-2–negative (HER2–) advanced breast cancer (ABC) from SOLAR-1.",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,Evaluation of oral S-1 as a first-line chemotherapy for metastatic HER2-negative breast cancer: An analysis of two randomized phase III studies (SELECT BC-CONFIRM and SELECT BC).,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2180,"First-line (1L) ribociclib (RIB) plus letrozole (LET) for postmenopausal women with hormone receptor-positive (HR+), HER2- advanced breast cancer (ABC): MONALEESA-2 long-term safety results.",Breast Cancer—Metastatic,02-06-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
2181,A phase Ib/II trial of lenvatinib (len) and letrozole (let) incorporating pharmacodynamics studies in postmenopausal women with hormone receptor positive (HR+) locally advanced/metastatic breast cancer (LABC/MBC).,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2182,Molecular characterization and monitoring of patient ctDNA in phase I study of H3B-6545 in ER+ MBC.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2183,First results of a prospective registry in unresectable locally advanced or metastatic breast cancer patients: GEICAM/2014-03 (RegistEM).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,Effect of metformin on PARP inhibitors-induced epithelial-mesenchymal transition and PD-L1 expression in triple-negative breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,Survival outcomes of premenopausal patients diagnosed with invasive lobular carcinoma.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,Clinical significance of circulating tumor cells (CTCs) in hormone receptor-positive (HR+) metastatic breast cancer (MBC) patients (pts) receiving letrozole (Let) or Let plus bevacizumab (Bev): CALGB 40503 (Alliance).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,"Trastuzumab emtansine (T-DM1) and ribociclib, an oral inhibitor of cyclin dependent kinase 4 and 6 (CDK 4/6), for patients with metastatic HER2-positive breast cancer.",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,"ARID1a as a marker of prognosis and increased sensitivity to CDK4/6, mTOR 1/2 and Src homology region 2 phosphatase (SHP 1/2) inhibitors in breast cancer (BC).",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,"A phase III, randomized, double-blind, placebo (Pla)-controlled study of pertuzumab (P) + trastuzumab (H) + docetaxel (D) versus Pla + H+ D in previously untreated HER2-positive locally recurrent/metastatic breast cancer (LR/MBC) (PUFFIN).",Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2190,Outcomes of talazoparib (TALA) versus physician's choice of chemotherapy (PCT) in patients (pts) with advanced breast cancer (ABC) and a germline BRCA (gBRCA) mutation by line of chemotherapy (CT) in the EMBRACA trial.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,Effector T-cell cytolytic activity modules derived from CD3+ single cells from human primary triple-negative breast cancer (TNBC) in multiple solid tumors to predict response to immune checkpoint blockade therapy (ICB).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,A large retrospective analysis of CDK 4/6 inhibitor retreatment in ER+ metastatic breast cancer (MBC).,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,AL101 mediated tumor inhibition in notch-altered TNBC PDX models.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,PIPA: A phase Ib study of ß-isoform sparing phosphatidylinositol 3-kinase (PI3K) inhibitor taselisib (T) plus palbociclib (P) and fulvestrant (FUL) in <em>PIK3CA</em>-mutant (mt) ER-positive and taselisib (T) plus palbociclib (P) in <em>PIK3CA</em>-mutant (mt) ER-negative advanced breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2195,Phase II clinical trial using anti-CD3 x anti-HER2 bispecific antibody armed activated T cells (HER2 BATs) for HER2-negative (0-2+) metastatic breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
2196,Elevated serum activin A and PD-L1 and survival in the CCTG MA.31 phase III trial (trastuzumab vs. lapatinib) in first-line HER2+ metastatic breast cancer.,Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,"Dose-escalation study of SAR439859, an oral selective estrogen receptor (ER) degrader (SERD), in postmenopausal women with ER+/HER2- metastatic breast cancer (mBC).",Breast Cancer—Metastatic,02-06-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
