Abstract_Title,Clinical Trial Details,Date,Disease Statistic,Drug Application,Educational and Research,Endpoints,FDA Review Outcomes,KOL,Late-Breaking Abstracts,New Entries,Preclinical,Recruitment status,Relevance,Session_Title,Treatment Details,Trial Readouts,id,Priority
Assessment and Management of Cytokine Release Syndrome,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"The Other Side of CAR T-Cell Therapy: Cytokine Release Syndrome, Neurologic Toxicity, and Financial Burden",0,0,742,Ignore
PARP Inhibitors: When and Who,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,DDR: The DNA Damaging Revolution,0,0,743,Ignore
Treatment of Older Adults With Colon Cancer in the Adjuvant and Metastatic Setting,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Walk the Walk With Older Patients With Cancer: Multidisciplinary Care Across the Cancer Continuum,0,0,744,Ignore
Aggressive Therapy for Aggressive Disease,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Genitourinary (Prostate) Cancer,0,0,745,Ignore
Creating Connections and Building Community: Social Media and Physician Quality of Life,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Tweets, Chats, and Posts: Using Social Media to Transcend Boundaries and Create Opportunities for Patients",0,0,746,Ignore
Believe it or Not! <em>Intensification</em> of Therapy for Nasopharynx Cancer,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Head and Neck Cancer,0,0,747,Ignore
Pediatric AML: Can We Move Beyond Cytarabine?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology I,0,0,748,Ignore
Workshop Faculty,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Enhancing Cultural Literacy in Oncology: Strategies for Delivery of High-Quality Cancer Care,0,0,749,Ignore
Workshop Faculty,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Enhancing Cultural Literacy in Oncology: Strategies for Delivery of High-Quality Cancer Care,0,0,750,Ignore
Practically Addressing the Practical Stuff,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Health Services Research, Clinical Informatics, and Quality of Care",0,0,751,Ignore
Risk-Stratified Follow-up Care: Making It Work in the United States,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Implementing Risk-Stratified Cancer Follow-up Care: How, Why, and What Is the Return on Investment?",0,0,752,Ignore
Weighing the Evidence: How to Read These Molecular Profiling Reports,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Real-World Tumor/Plasma Genetic Testing: Tough Choices, How Do You Pick?",0,0,753,Ignore
The Next Frontier: Understanding and Overcoming Resistance to Targeted Therapy and Immunotherapy,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"On the Shoulders of Giants: Past, Present, and Future of Systemic Therapy for Lung Cancer",0,0,754,Ignore
Racial Disparities in Multiple Myeloma Care,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Many Shades of Disparities in Myeloma Care,0,0,755,Ignore
"Therapeutic Advances, Balancing Quality of Life",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Genitourinary (Prostate) Cancer,0,0,756,Ignore
The Three Pillars of Systemic Therapy,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Head and Neck Cancer,0,0,757,Ignore
"Implementing Risk-Stratified Follow-up Care in the United Kingdom: Facilitators, Outcomes, and Return on Investment",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Implementing Risk-Stratified Cancer Follow-up Care: How, Why, and What Is the Return on Investment?",0,0,758,Ignore
"What Types of Plasma Testing (Tumor Mutational Burden, Next Generation Sequencing) Work?",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Real-World Tumor/Plasma Genetic Testing: Tough Choices, How Do You Pick?",0,0,759,Ignore
The Evolution of ALK Small Molecules,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,From First- to Third-Generation Small Molecule Inhibitors,0,0,760,Ignore
Chemotherapy Combinations for Solid Tumors: The Whole Is Not Greater Than the Sum of the Parts,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Pediatric Oncology I,0,0,761,Ignore
Targeting Treatment According to Molecular Assessment of Acute Myeloid Leukemia,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Molecular Analysis of Myeloid Disorders: Is Precision Medicine Changing Practice?,0,0,762,Ignore
Targeted Therapy: The New Frontier,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"On the Shoulders of Giants: Past, Present, and Future of Systemic Therapy for Lung Cancer",0,0,763,Ignore
Global Disparities in MM Care,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Many Shades of Disparities in Myeloma Care,0,0,764,Ignore
The Evolution of Epidermal Growth Factor Receptor Inhibitors,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,From First- to Third-Generation Small Molecule Inhibitors,0,0,765,Ignore
What Are the Types of Tumor Testing (Technologies IHC vs FISH vs NGS vs WES),0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Real-World Tumor/Plasma Genetic Testing: Tough Choices, How Do You Pick?",0,0,766,Ignore
Implementing Risk-Stratified Follow-up Care in Australia: Addressing Rural and Cultural Barriers,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Implementing Risk-Stratified Cancer Follow-up Care: How, Why, and What Is the Return on Investment?",0,0,767,Ignore
Use of Molecular Medicine to Assess Pretreatment Prognosis of Myeloid Disorders,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Molecular Analysis of Myeloid Disorders: Is Precision Medicine Changing Practice?,0,0,768,Ignore
American Cancer Society/ASCO Summit on Risk Stratified Follow-up Care: Key Findings and Recommendations,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Implementing Risk-Stratified Cancer Follow-up Care: How, Why, and What Is the Return on Investment?",0,0,769,Ignore
A Career in Lung Cancer: Pushing Beyond Chemotherapy,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"On the Shoulders of Giants: Past, Present, and Future of Systemic Therapy for Lung Cancer",0,0,770,Ignore
"Guidelines, Barriers, Access to Molecular Testing in NSCLC",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Real-World Tumor/Plasma Genetic Testing: Tough Choices, How Do You Pick?",0,0,771,Ignore
Disparities in Multiple Myeloma Care in Rural America,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Many Shades of Disparities in Myeloma Care,0,0,772,Ignore
The Changing Landscape of Small Molecules Over the Years,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,From First- to Third-Generation Small Molecule Inhibitors,0,0,773,Ignore
NCI Training and Career Development Grants,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Grant Writing Workshop,0,0,774,Ignore
Conquer Cancer Foundation Grants Program,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Grant Writing Workshop,0,0,775,Ignore
cROS1ng Barriers in Resistance,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,EGFR and ROS1: Targeting Resistance,0,0,776,Ignore
Working with a Biostatistician,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Grant Writing Workshop,0,0,777,Ignore
Sharpening Skills and Training Future Leaders,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Improving Quality of Care and Patient Outcomes by Maximizing the Efficiency of the Oncology Team,0,0,778,Ignore
Positive Rebuttal to Negative Position,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,0,0,779,Ignore
Uses for PSMA Diagnostics and Therapeutic Approaches in Localized Disease: A Urologist's Perspective,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,The Evolving Role of PSMA-Based Diagnostics and Therapeutics in Prostate Cancer,0,0,780,Ignore
Transplantation in the Older Patient With Multiple Myeloma,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Geriatric Assessment in the Management of Multiple Myeloma,0,0,781,Ignore
Oncology Drug Approval in Europe,0,31-05-2019,0,0,0,0,1,0,0,0,0,0,0,Point/Counterpoint: Does the Bar for Oncology Drug Approval Affect Quality of Care/Life?,0,0,782,High
The Future of Wearable Technologies and Remote Monitoring in Health Care,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Walk This Way: Wearable Devices and Remote Monitoring for Patients With Cancer,0,0,783,Ignore
Grant Writing Pearls,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Grant Writing Workshop,0,0,784,Ignore
Using Antibodies in a TKI World,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,EGFR and ROS1: Targeting Resistance,0,0,785,Ignore
"Optimizing Access to High Quality Diagnostics (Lab, Histology, Radiology) in Low- and Middle-Income Countries",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Improving Quality of Care and Patient Outcomes by Maximizing the Efficiency of the Oncology Team,0,0,786,Ignore
Rational Approaches to Integrating Novel Imaging Into Clinical Trial Design,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,The Evolving Role of PSMA-Based Diagnostics and Therapeutics in Prostate Cancer,0,0,787,Ignore
Managing High Risk-Myeloma in Older Patients,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Geriatric Assessment in the Management of Multiple Myeloma,0,0,788,Ignore
"Embarrassment of Riches: Storing, Managing, and Interpreting the Vast Data Produced by These Technologies",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Walk This Way: Wearable Devices and Remote Monitoring for Patients With Cancer,0,0,789,Ignore
Clinical Trial Participation From the Patient Perspective,0,31-05-2019,0,0,0,0,1,0,0,0,0,1,0,Point/Counterpoint: Does the Bar for Oncology Drug Approval Affect Quality of Care/Life?,0,0,790,High
What to Do When Your First Grant Application Gets Rejected,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Grant Writing Workshop,0,0,791,Ignore
"Listening to the Patient: Patient Reported Outcomes and Benefits of Their Implementation in Routine Practice, Including in Resource-Strained Settings",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Improving Quality of Care and Patient Outcomes by Maximizing the Efficiency of the Oncology Team,0,0,792,Ignore
Finding Light in the Darkness: PSMA-Based Therapeutic/Theranostic Approaches Currently in Clinical Development,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,The Evolving Role of PSMA-Based Diagnostics and Therapeutics in Prostate Cancer,0,0,793,Ignore
Octogenarians With Multiple Myeloma,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Geriatric Assessment in the Management of Multiple Myeloma,0,0,794,Ignore
The Value Proposition of Wearable Technologies and Remote Monitoring in Oncology Care,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Walk This Way: Wearable Devices and Remote Monitoring for Patients With Cancer,0,0,795,Ignore
Expedited Program Use and Patient Experiences in Clinical Trials,0,31-05-2019,0,0,0,0,1,0,0,0,0,0,0,Point/Counterpoint: Does the Bar for Oncology Drug Approval Affect Quality of Care/Life?,0,0,796,High
Affirmative Position: For De-Intensification Now,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Point/Counterpoint: Do We De-intensify Treatment for HPV-Positive Oropharynx Cancer Now? And How?,0,0,797,Ignore
How Can We Overcome TKI Resistance in EGFR-Mutant NSCLC?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,EGFR and ROS1: Targeting Resistance,0,0,798,Ignore
Developing a Functioning Multidisciplinary Team That Shares Established Best Practice and Delivers Innovation Within the Cancer Care Continuum,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Improving Quality of Care and Patient Outcomes by Maximizing the Efficiency of the Oncology Team,0,0,799,Ignore
Closing the Gap: Knowledge Gaps and Interpreting Current Data in the Era of Novel Imaging  Medical Oncologist,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,The Evolving Role of PSMA-Based Diagnostics and Therapeutics in Prostate Cancer,0,0,800,Ignore
Role of Geriatric Assessment in Newly Diagnosed Multiple Myeloma,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Geriatric Assessment in the Management of Multiple Myeloma,0,0,801,Ignore
Walk This Way: Wearable Devices and Remote Monitoring of Oncology Patients Outside the Healthcare Environment,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Walk This Way: Wearable Devices and Remote Monitoring for Patients With Cancer,0,0,802,Ignore
How to Use Hypomethylating Agents in Combination Therapy,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Do We Know How to Use Hypomethylating Agents in Myeloid Disorders?,0,0,803,Ignore
Clinical Benefit and Quality of Life Associated with Approved Drugs,0,31-05-2019,0,0,0,0,1,0,0,0,0,0,0,Point/Counterpoint: Does the Bar for Oncology Drug Approval Affect Quality of Care/Life?,0,0,804,High
Primary Care Panelist,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Bringing the Primary Care Physician Back Into Cancer Care,0,0,805,Ignore
Choosing a Mentor and Obtaining Letters of Support,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Grant Writing Workshop,0,0,806,Ignore
CAR T-Cells: Whats Next?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Moving Forward: Beyond Immune Checkpoint Inhibitors,0,0,807,Ignore
"An Update on Recent Approvals for Checkpoint Inhibitors: Dose, Schedule, Duration, and Combinations",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,FDA Approvals and Their Incorporation into Clinical Practice,0,0,808,Ignore
Next Generation Immunotherapy: Immunocytokines and Oncolytic Viruses,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Moving Forward: Beyond Immune Checkpoint Inhibitors,0,0,809,Ignore
BRAF/MEK Inhibitors: Encorafenib and Binimetinib for Melanoma,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,FDA Approvals and Their Incorporation into Clinical Practice,0,0,810,Ignore
PARP Inhibitors for BRCA Patients: Talazoparib and Olaparib,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,FDA Approvals and Their Incorporation into Clinical Practice,0,0,811,Ignore
Data Supports that Hyper-Progression is a Myth,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hyper-Progression: Myth or Reality?,0,0,812,Ignore
An Update on Oncology Price Trends,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,A Conversation on Innovation and Incentives,0,0,813,Ignore
Pancreatic Cancer,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Case Presentations and Discussion,0,0,814,Ignore
Data Supports that Hyper-Progression is Real,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hyper-Progression: Myth or Reality?,0,0,815,Ignore
Lorlatinib for (ALK)-Positive Metastatic Non-Small Cell Lung Cancer,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,FDA Approvals and Their Incorporation into Clinical Practice,0,0,816,Ignore
Prostate Cancer: The Genetic Landscape and Prognostic/Predictive Implications,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Case Presentations and Discussion,0,0,817,Ignore
Delivering Innovative Care: Barriers and Opportunities,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Paying for Innovative Treatments,0,0,818,Ignore
Larotrectinib for Solid Tumors with NTRK Gene Fusions,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,FDA Approvals and Their Incorporation into Clinical Practice,0,0,819,Ignore
Germline and Tumor: Whos the Driver?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Case Presentations and Discussion,0,0,820,Ignore
Ivosidenib for Relapsed or Refractory Acute Myeloid Leukemia,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,FDA Approvals and Their Incorporation into Clinical Practice,0,0,821,Ignore
Closing the Door on Cures: The Sustainability of CAR-T,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Paying for Innovative Treatments,0,0,822,Ignore
Germline Implications of Liquid Biopsy,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Case Presentations and Discussion,0,0,823,Ignore
Alternative Payment Models for Curative Therapies,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Paying for Innovative Treatments,0,0,824,Ignore
One New Indication Per Week  Handling Information Overload,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Keynote Lecture,0,0,825,Ignore
Hematologic Malignancies,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Integrating Immunotherapy into Clinical Practice - Changes Over the Past Year (Part 2),0,0,826,Ignore
Hope Versus Reality: The Ethics of Tumor Testing of Patients with Advanced Disease,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,How to Set Up a Molecular Tumor Board,0,0,827,Ignore
What is the Optimal Profiling Strategy for Clinical Practice?,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,ImmunOncology: Determining the Patients Most Likely to Benefit,0,0,828,Ignore
Care Delivery for Genetic Testing,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,How to Set Up a Molecular Tumor Board,0,0,829,Ignore
Cost-Effectiveness Analysis in the United States,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,International Experience with Health Technology Assessment (HTA) & Lessons for the United States,0,0,830,Ignore
The U.S. and Community Perspectives,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,How to Set Up a Molecular Tumor Board,0,0,831,Ignore
Non-Genomic Predictors of IO Response,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,ImmunOncology: Determining the Patients Most Likely to Benefit,0,0,832,Ignore
The International and Academic Perspectives,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,How to Set Up a Molecular Tumor Board,0,0,833,Ignore
Trends of Cost-Effectiveness over Time,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,International Experience with Health Technology Assessment (HTA) & Lessons for the United States,0,0,834,Ignore
Genomic Predictors of IO Response,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,ImmunOncology: Determining the Patients Most Likely to Benefit,0,0,835,Ignore
Gastrointestinal Malignancies,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Integrating Immunotherapy into Clinical Practice - Changes Over the Past Year (Part 2),0,0,836,Ignore
An Update on the Affordability and Effectiveness of Cancer Medicines,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,International Experience with Health Technology Assessment (HTA) & Lessons for the United States,0,0,837,Ignore
Overview of Immuno-Oncology,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,ImmunOncology: Determining the Patients Most Likely to Benefit,0,0,838,Ignore
Genomic Signatures,1,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Clinical Updates in Genomics,0,0,839,Medium
Head and Neck Cancers,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Integrating Immunotherapy into Clinical Practice - Changes Over the Past Year (Part 1),0,0,840,Ignore
Targeted Therapies and Identifying Targetable Driver Mutations,1,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Clinical Updates in Genomics,0,0,841,Medium
Online Tools to Help Find Trials for Patients,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,From Rarity to Common Expectation: Tripling Clinical Trial Recruitment,0,0,842,Ignore
Melanoma/Skin Cancers,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Integrating Immunotherapy into Clinical Practice - Changes Over the Past Year (Part 1),0,0,843,Ignore
The Pros and Cons of Different Genomic Panels,1,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Clinical Updates in Genomics,0,0,844,Medium
Clinical Trials Access for the Community Oncologists,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,From Rarity to Common Expectation: Tripling Clinical Trial Recruitment,0,0,845,Ignore
The Evolution of Financial Support Programs in the Oncology Setting,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Financial Toxicity: How Costs Negatively Impact Patients and What Can be Done About It,0,0,846,Ignore
Increasing Clinical Trial Accessibility,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,From Rarity to Common Expectation: Tripling Clinical Trial Recruitment,0,0,847,Ignore
Breast and Gynecologic Cancers,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Integrating Immunotherapy into Clinical Practice - Changes Over the Past Year (Part 1),0,0,848,Ignore
Broadening Clinical Trials Eligibility to Make Them More Representative,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,From Rarity to Common Expectation: Tripling Clinical Trial Recruitment,0,0,849,Ignore
Mitigating Financial Toxicity by Supporting Employment,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Financial Toxicity: How Costs Negatively Impact Patients and What Can be Done About It,0,0,850,Ignore
The Pros and Cons of Tumor Matched Germline Testing,1,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Clinical Updates in Genetics,0,0,851,Medium
Health Insurance Coverage and Medical Financial Hardship Among Cancer Survivors,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Financial Toxicity: How Costs Negatively Impact Patients and What Can be Done About It,0,0,852,Ignore
Management of Moderately Penetrant Genes,1,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Clinical Updates in Genetics,0,0,853,Medium
Seamless Mammoth Trials can Pose Substantial Challenges in Practice,0,30-05-2019,0,0,0,1,0,0,0,0,0,0,0,Is Bigger Better? A Debate on Efficacy of Mammoth Trials,0,0,854,Medium
The Biology and Biomarkers of Immunotherapy,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,The Biology and Biomarkers of Immunotherapy,0,0,855,Ignore
Continued Financial Toxicity: Beyond Treatment,0,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Financial Toxicity: How Costs Negatively Impact Patients and What Can be Done About It,0,0,856,Ignore
How Big Should Your Panel Be? Is Less more?,1,30-05-2019,0,0,0,0,0,0,0,0,0,0,0,Clinical Updates in Genetics,0,0,857,Medium
Seamless Mammoth Trials can be Efficient and Expedite Drug Development,0,30-05-2019,0,0,0,1,0,0,0,0,0,0,0,Is Bigger Better? A Debate on Efficacy of Mammoth Trials,0,0,858,Medium
"Results of a phase I study of bispecific anti-CD19, anti-CD20 chimeric antigen receptor (CAR) modified T cells for relapsed, refractory, non-Hodgkin lymphoma.",0,04-06-2019,0,0,0,0,0,0,0,0,0,0,0,"The Who, What, and Where of CAR T",0,0,859,Ignore
