Abstract_Title,Session_Title,Date,Relevance,Priority
Clinical outcomes of various resistance mechanisms of osimertinib in Chinese advanced non-small cell lung cancer patients.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Treatment beyond RECIST-defined progression in relapsed EGFR-mutated non-small cell lung cancer (NSCLC) patients treated with 2<sup>nd</sup> line osimertinib.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Cost-effectiveness of first-line pembrolizumab plus chemotherapy for metastatic squamous non-small cell lung cancer (NSCLC).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Impact of antibiotics and proton pump inhibitors on clinical outcomes of immune check point blockers in advanced non-small cell lung cancers and metastatic renal cell cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
FDA analysis of outcomes in Asian patients (pts) with metastatic non-small cell lung cancer (mNSCLC) receiving immune checkpoint inhibitors (ICI).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
PD-1 versus PD-L1 inhibitors for previously treated advanced non-small cell lung cancer (NSCLC): Bayesian network meta-analysis (NMA).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Myeloid immunosuppressive state as a predictor of rapidly progressive phenotype and poor survival in advanced non-small cell lung cancer (NSCLC) patients treated with PD-1/PD-L1 inhibitors.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Precision medicine and actionable alterations in lung cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
A joint model of tumor size dynamics and survival with new lesions in EGFR mutation-positive non-small cell lung cancer patients with treatment of gefitinib or carboplatin and paclitaxel.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Efficacy and safety of PD-1/PD-L1 inhibitors plus nab-paclitaxel with or without bevacizumab as second-line therapy or beyond for patients with metastatic non-small-cell lung cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Angiotensin-converting enzyme inhibitor prescription is associated with decreased progression-free survival (PFS) and overall survival (OS) in patients with lung cancers treated with PD-1/PD-L1 immune checkpoint blockers.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Cost-effectiveness of PD-L1 testing and tumor mutational burden testing of immune checkpoint inhibitors for non-small cell lung cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
NTRK1 fusion identified by capture-based next-generation sequencing in non-small-cell lung cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
"The role of low dose aspirin, vitamin D, or metformin in EGFR, ALK, and ROS positive non-small cell lung cancer: A single institution retrospective analysis.",Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Multicenter observational prospective study of nivolumab (Nivo) as 2+ line treatment in advanced refractory NSCLC pts: Clinical and quality of life outcomes.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Efficacy and safety of Crizotinib in patients with ALK positive non small cell lung cancer (NSCLC): Real-world findings.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Overcoming acquired osimertinib-resistance in EGFR<i>-</i>mutant advanced non-small lung cancer mediated by activating BRAF<i> </i>V600E mutation.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Phase II multicenter study of antroquinonol in patients with stage IV non-small cell lung cancer who have failed at least two lines of anti-cancer therapy.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Third and successivelines of chemotherapy in NSCLC patients without therapeutic targets: Experience of the Grupo Gallego de Cáncer de Pulmón.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Phase (Ph) I/II study of pembrolizumab (P) with gemcitabine (G) in patients (pts) with previously-treated advanced (Adv) non-small cell lung cancer (NSCLC).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Clinical significance of Ki-67 index expression in advanced non-small cell lung cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
"Cross-sectional imaging utilization for EGFR, EML/ALK, and KRAS mutant non-small cell lung cancer.",Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Real-world characterization of advanced/metastatic non-small cell lung cancer (aNSCLC) patients (pts) with rapid disease progression (RDP).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Effect of immunotherapy at any line of treatment on survival in Hispanic patients with advanced metastatic non-small cell lung cancer (NSCLC) compared with chemotherapy (Quijote-CLICaP).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
CDKN2A/B gene loss and MDM2 alteration as a potential molecular signature for hyperprogressive disease in advanced NSCLC: A next-generation-sequencing approach.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
The mutation profile of EGFR in resectable Chinese lung cancer patients.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Impact of baseline number of metastases on the efficacy of PD-1 inhibitor monotherapy for non-small cell lung cancer with high PD-L1 expression.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Impact of next-generation sequencing on clinical outcomes in advanced EGFR-mutant lung cancer patients after resistance to osimertinib.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Erlotinib monotherapy in the treatment of advanced non-small cell lung carcinoma: A single center experience with 187 patients from 2005-2018.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
The impact of steroid use on efficacy of immunotherapy among patients with lung cancer who have developed immune-related adverse events.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
"Economic evaluation of anaplastic lymphoma kinase (ALK) inhibitors brigatinib, alectinib and crizotinib in non-small cell lung cancer (NSCLC): Analysis for intracranial metastasis-related progression free survival (CNSPFS).",Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
The efficacy of anlotinib in squamous cell carcinoma (SCC) patients with or without hypertension in ALTER0303: Anlotinib as a third-line therapy in patients with advanced non-small cell lung cancer (NSCLC).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
"Economic evaluation crizotinib, alectinib and brigatinib in anaplastic lymphoma kinase positive (ALK+) non-small cell lung cancer (NSCLC).",Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
"Real-world treatment patterns, survival, and cost among elderly patients with small-cell lung cancer (SCLC).",Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Effect of concurrent TP53 mutation in EGFR/ALK/ROS1 positive non-small cell lung cancer treated with first-line TKI therapy: A Single Institution Retrospective Study.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
The continued osimertinib plus chemotherapy overcoming resistance after histologic transformation in <em>EGFR</em>-mutant lung adenocarcinoma treated with osimertinib.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Development and validation of a deep learning model to assess tumor progression to immunotherapy.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Effect of a multi-disciplinary approach and incorporation of reflex testing on genomic profiling of non-squamous lung cancer in a community oncology practice.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
"Costs and hazard ratios of commonly used drugs in advanced/metastatic lung cancer at Cancer Free Foundation, Dana Point, California.",Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Trends in immunotherapy use and survival impact in stage IV non-small cell lung cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Radiotherapy with continued EGFR-TKIs for oligoprogressive disease in non-small cell lung cancer: A real-world study.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Estimating long-term survival of previously untreated patients with EGFR mutation-positive (EGFRm) advanced non-small cell lung cancer (NSCLC) who received osimertinib in the FLAURA study.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Checkpoint inhibitors in combination with chemotherapy for first-line treatment of advanced non-small cell lung cancer: A systematic review and meta-analysis of randomized controlled trials (RCTs).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
The clinical prognostic factors in advanced lung adenocarcinoma patients with different EGFR mutation subtype.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Real-world tumor response (rwTR) to ramucirumab plus docetaxel (R+D) post platinum-based (Pt) and immune checkpoint inhibitor (ICI) therapy in advanced non-small cell lung cancer (aNSCLC) patients (pts).,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
"Correlating the effects of VeriStrat result, anti-PD1 therapy, and neutrophil-to-lymphocyte ratio (NLR) on progression-free survival (PFS) in patients with stage IV non-small cell lung cancer (NSCLC).",Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
The impact of systemic treatment on brain metastasis in patients with non-small-cell lung cancer: A retrospective nationwide population-based cohort study.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
A retrospective study evaluating clinical predictors of duration of response to immune checkpoint inhibitors in patients with advanced non-small cell lung cancer.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Immunotherapeutic efficacy in NSCLC and patients smoking status: A meta-analysis.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
Precision medicine for lung cancer decision-making: Evaluation of an -omics based FFT approach to personalized medicine.,Lung CancerNon-Small Cell Metastatic: Publication Only,"May 31, 2019",0,Not Relevant
